SeriesId,Month,Day,BibleReading,PrimaryBookPageRange,PrimaryBookPageStart,PrimaryBookPageEnd,SecondaryBookPageRange,SecondaryBookPageStart,SecondaryBookPageEnd,SortOrder,FullTextPrimary,FullTextSecondary,SummaryPoints
2,3,24,Acts 14:3,Acts of the Apostles pp. 421-424,421,424,The Great Controversy pp. 111-114,111,114,324,Sample text from Acts of the Apostles pages 421-424. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 111-114.,"- Reading covers Acts of the Apostles pages 421-424
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,25,Acts 24:14,Acts of the Apostles pp. 425-430,425,430,The Great Controversy pp. 529-531,529,531,325,Sample text from Acts of the Apostles pages 425-430. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 529-531.,"- Reading covers Acts of the Apostles pages 425-430
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,26,Acts 7:15,Acts of the Apostles pp. 431-434,431,434,The Great Controversy pp. 612-615,612,615,326,Sample text from Acts of the Apostles pages 431-434. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 612-615.,"- Reading covers Acts of the Apostles pages 431-434
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,27,Acts 27:13,Acts of the Apostles pp. 435-438,435,438,The Great Controversy pp. 72-74,72,74,327,Sample text from Acts of the Apostles pages 435-438. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 72-74.,"- Reading covers Acts of the Apostles pages 435-438
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,28,Acts 23:10,Acts of the Apostles pp. 439-443,439,443,The Great Controversy pp. 520-522,520,522,328,Sample text from Acts of the Apostles pages 439-443. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 520-522.,"- Reading covers Acts of the Apostles pages 439-443
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,29,Acts 15:19,Acts of the Apostles pp. 444-447,444,447,The Great Controversy pp. 489-491,489,491,329,Sample text from Acts of the Apostles pages 444-447. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 489-491.,"- Reading covers Acts of the Apostles pages 444-447
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,30,Acts 24:3,Acts of the Apostles pp. 448-453,448,453,The Great Controversy pp. 612-615,612,615,330,Sample text from Acts of the Apostles pages 448-453. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 612-615.,"- Reading covers Acts of the Apostles pages 448-453
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,3,31,Acts 10:4,Acts of the Apostles pp. 454-458,454,458,The Great Controversy pp. 205-207,205,207,331,Sample text from Acts of the Apostles pages 454-458. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 205-207.,"- Reading covers Acts of the Apostles pages 454-458
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,1,Acts 5:9,Acts of the Apostles pp. 459-463,459,463,The Great Controversy pp. 200-203,200,203,401,Sample text from Acts of the Apostles pages 459-463. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 200-203.,"- Reading covers Acts of the Apostles pages 459-463
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,2,Acts 2:12,Acts of the Apostles pp. 464-469,464,469,The Great Controversy pp. 622-625,622,625,402,Sample text from Acts of the Apostles pages 464-469. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 622-625.,"- Reading covers Acts of the Apostles pages 464-469
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,3,Acts 5:4,Acts of the Apostles pp. 470-475,470,475,The Great Controversy pp. 211-213,211,213,403,Sample text from Acts of the Apostles pages 470-475. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 211-213.,"- Reading covers Acts of the Apostles pages 470-475
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,4,Acts 27:8,Acts of the Apostles pp. 476-479,476,479,The Great Controversy pp. 81-84,81,84,404,Sample text from Acts of the Apostles pages 476-479. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 81-84.,"- Reading covers Acts of the Apostles pages 476-479
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,5,Acts 26:19,Acts of the Apostles pp. 480-483,480,483,The Great Controversy pp. 372-375,372,375,405,Sample text from Acts of the Apostles pages 480-483. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 372-375.,"- Reading covers Acts of the Apostles pages 480-483
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,6,Acts 3:17,Acts of the Apostles pp. 484-487,484,487,The Great Controversy pp. 652-654,652,654,406,Sample text from Acts of the Apostles pages 484-487. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 652-654.,"- Reading covers Acts of the Apostles pages 484-487
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,7,Acts 22:7,Acts of the Apostles pp. 488-493,488,493,The Great Controversy pp. 52-55,52,55,407,Sample text from Acts of the Apostles pages 488-493. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 52-55.,"- Reading covers Acts of the Apostles pages 488-493
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,8,Acts 11:5,Acts of the Apostles pp. 494-497,494,497,The Great Controversy pp. 621-623,621,623,408,Sample text from Acts of the Apostles pages 494-497. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 621-623.,"- Reading covers Acts of the Apostles pages 494-497
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,9,Acts 25:2,Acts of the Apostles pp. 498-501,498,501,The Great Controversy pp. 641-643,641,643,409,Sample text from Acts of the Apostles pages 498-501. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 641-643.,"- Reading covers Acts of the Apostles pages 498-501
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,10,Acts 20:17,Acts of the Apostles pp. 502-506,502,506,The Great Controversy pp. 436-439,436,439,410,Sample text from Acts of the Apostles pages 502-506. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 436-439.,"- Reading covers Acts of the Apostles pages 502-506
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,11,Acts 27:2,Acts of the Apostles pp. 507-511,507,511,The Great Controversy pp. 365-368,365,368,411,Sample text from Acts of the Apostles pages 507-511. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 365-368.,"- Reading covers Acts of the Apostles pages 507-511
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,12,Acts 5:18,Acts of the Apostles pp. 512-516,512,516,The Great Controversy pp. 500-503,500,503,412,Sample text from Acts of the Apostles pages 512-516. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 500-503.,"- Reading covers Acts of the Apostles pages 512-516
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,13,Acts 6:14,Acts of the Apostles pp. 517-522,517,522,The Great Controversy pp. 381-384,381,384,413,Sample text from Acts of the Apostles pages 517-522. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 381-384.,"- Reading covers Acts of the Apostles pages 517-522
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,14,Acts 23:2,Acts of the Apostles pp. 523-528,523,528,The Great Controversy pp. 259-262,259,262,414,Sample text from Acts of the Apostles pages 523-528. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 259-262.,"- Reading covers Acts of the Apostles pages 523-528
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,15,Acts 21:10,Acts of the Apostles pp. 529-534,529,534,The Great Controversy pp. 693-696,693,696,415,Sample text from Acts of the Apostles pages 529-534. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 693-696.,"- Reading covers Acts of the Apostles pages 529-534
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,16,Acts 24:2,Acts of the Apostles pp. 535-538,535,538,The Great Controversy pp. 33-35,33,35,416,Sample text from Acts of the Apostles pages 535-538. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 33-35.,"- Reading covers Acts of the Apostles pages 535-538
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,17,Acts 7:5,Acts of the Apostles pp. 539-543,539,543,The Great Controversy pp. 223-226,223,226,417,Sample text from Acts of the Apostles pages 539-543. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 223-226.,"- Reading covers Acts of the Apostles pages 539-543
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,18,Acts 20:16,Acts of the Apostles pp. 544-549,544,549,The Great Controversy pp. 183-185,183,185,418,Sample text from Acts of the Apostles pages 544-549. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 183-185.,"- Reading covers Acts of the Apostles pages 544-549
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,19,Acts 13:10,Acts of the Apostles pp. 550-553,550,553,The Great Controversy pp. 246-248,246,248,419,Sample text from Acts of the Apostles pages 550-553. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 246-248.,"- Reading covers Acts of the Apostles pages 550-553
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,20,Acts 6:10,Acts of the Apostles pp. 554-559,554,559,The Great Controversy pp. 669-672,669,672,420,Sample text from Acts of the Apostles pages 554-559. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 669-672.,"- Reading covers Acts of the Apostles pages 554-559
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,21,Acts 17:10,Acts of the Apostles pp. 560-565,560,565,The Great Controversy pp. 439-442,439,442,421,Sample text from Acts of the Apostles pages 560-565. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 439-442.,"- Reading covers Acts of the Apostles pages 560-565
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,22,Acts 14:2,Acts of the Apostles pp. 566-571,566,571,The Great Controversy pp. 539-542,539,542,422,Sample text from Acts of the Apostles pages 566-571. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 539-542.,"- Reading covers Acts of the Apostles pages 566-571
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,23,Acts 3:17,Acts of the Apostles pp. 572-577,572,577,The Great Controversy pp. 493-496,493,496,423,Sample text from Acts of the Apostles pages 572-577. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 493-496.,"- Reading covers Acts of the Apostles pages 572-577
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,24,Acts 26:8,Acts of the Apostles pp. 578-582,578,582,The Great Controversy pp. 572-574,572,574,424,Sample text from Acts of the Apostles pages 578-582. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 572-574.,"- Reading covers Acts of the Apostles pages 578-582
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,25,Acts 27:16,Acts of the Apostles pp. 583-586,583,586,The Great Controversy pp. 49-52,49,52,425,Sample text from Acts of the Apostles pages 583-586. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 49-52.,"- Reading covers Acts of the Apostles pages 583-586
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,26,Acts 7:3,Acts of the Apostles pp. 587-591,587,591,The Great Controversy pp. 491-494,491,494,426,Sample text from Acts of the Apostles pages 587-591. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 491-494.,"- Reading covers Acts of the Apostles pages 587-591
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,27,Acts 9:3,Acts of the Apostles pp. 592-595,592,595,The Great Controversy pp. 360-362,360,362,427,Sample text from Acts of the Apostles pages 592-595. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 360-362.,"- Reading covers Acts of the Apostles pages 592-595
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,28,Acts 21:12,Acts of the Apostles pp. 596-600,596,600,The Great Controversy pp. 456-459,456,459,428,Sample text from Acts of the Apostles pages 596-600. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 456-459.,"- Reading covers Acts of the Apostles pages 596-600
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,29,Acts 18:2,Acts of the Apostles pp. 1-4,1,4,The Great Controversy pp. 532-535,532,535,429,Sample text from Acts of the Apostles pages 1-4. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 532-535.,"- Reading covers Acts of the Apostles pages 1-4
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,4,30,Acts 16:16,Acts of the Apostles pp. 5-10,5,10,The Great Controversy pp. 291-294,291,294,430,Sample text from Acts of the Apostles pages 5-10. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 291-294.,"- Reading covers Acts of the Apostles pages 5-10
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,1,Acts 23:14,Acts of the Apostles pp. 11-16,11,16,The Great Controversy pp. 580-582,580,582,501,Sample text from Acts of the Apostles pages 11-16. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 580-582.,"- Reading covers Acts of the Apostles pages 11-16
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,2,Acts 22:8,Acts of the Apostles pp. 17-22,17,22,The Great Controversy pp. 494-496,494,496,502,Sample text from Acts of the Apostles pages 17-22. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 494-496.,"- Reading covers Acts of the Apostles pages 17-22
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,3,Acts 11:8,Acts of the Apostles pp. 23-27,23,27,The Great Controversy pp. 595-597,595,597,503,Sample text from Acts of the Apostles pages 23-27. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 595-597.,"- Reading covers Acts of the Apostles pages 23-27
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,4,Acts 27:7,Acts of the Apostles pp. 28-32,28,32,The Great Controversy pp. 307-310,307,310,504,Sample text from Acts of the Apostles pages 28-32. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 307-310.,"- Reading covers Acts of the Apostles pages 28-32
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,5,Acts 9:14,Acts of the Apostles pp. 33-38,33,38,The Great Controversy pp. 670-673,670,673,505,Sample text from Acts of the Apostles pages 33-38. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 670-673.,"- Reading covers Acts of the Apostles pages 33-38
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,6,Acts 25:2,Acts of the Apostles pp. 39-43,39,43,The Great Controversy pp. 381-384,381,384,506,Sample text from Acts of the Apostles pages 39-43. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 381-384.,"- Reading covers Acts of the Apostles pages 39-43
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,7,Acts 11:14,Acts of the Apostles pp. 44-49,44,49,The Great Controversy pp. 16-18,16,18,507,Sample text from Acts of the Apostles pages 44-49. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 16-18.,"- Reading covers Acts of the Apostles pages 44-49
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,8,Acts 17:6,Acts of the Apostles pp. 50-53,50,53,The Great Controversy pp. 151-154,151,154,508,Sample text from Acts of the Apostles pages 50-53. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 151-154.,"- Reading covers Acts of the Apostles pages 50-53
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,9,Acts 10:18,Acts of the Apostles pp. 54-57,54,57,The Great Controversy pp. 335-337,335,337,509,Sample text from Acts of the Apostles pages 54-57. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 335-337.,"- Reading covers Acts of the Apostles pages 54-57
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,10,Acts 8:5,Acts of the Apostles pp. 58-63,58,63,The Great Controversy pp. 252-254,252,254,510,Sample text from Acts of the Apostles pages 58-63. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 252-254.,"- Reading covers Acts of the Apostles pages 58-63
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,11,Acts 6:8,Acts of the Apostles pp. 64-69,64,69,The Great Controversy pp. 323-326,323,326,511,Sample text from Acts of the Apostles pages 64-69. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 323-326.,"- Reading covers Acts of the Apostles pages 64-69
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,12,Acts 4:15,Acts of the Apostles pp. 70-74,70,74,The Great Controversy pp. 19-22,19,22,512,Sample text from Acts of the Apostles pages 70-74. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 19-22.,"- Reading covers Acts of the Apostles pages 70-74
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,13,Acts 20:17,Acts of the Apostles pp. 75-80,75,80,The Great Controversy pp. 531-533,531,533,513,Sample text from Acts of the Apostles pages 75-80. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 531-533.,"- Reading covers Acts of the Apostles pages 75-80
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,14,Acts 18:7,Acts of the Apostles pp. 81-84,81,84,The Great Controversy pp. 567-569,567,569,514,Sample text from Acts of the Apostles pages 81-84. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 567-569.,"- Reading covers Acts of the Apostles pages 81-84
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,15,Acts 19:3,Acts of the Apostles pp. 85-90,85,90,The Great Controversy pp. 652-655,652,655,515,Sample text from Acts of the Apostles pages 85-90. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 652-655.,"- Reading covers Acts of the Apostles pages 85-90
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,16,Acts 12:5,Acts of the Apostles pp. 91-95,91,95,The Great Controversy pp. 522-525,522,525,516,Sample text from Acts of the Apostles pages 91-95. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 522-525.,"- Reading covers Acts of the Apostles pages 91-95
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,17,Acts 19:14,Acts of the Apostles pp. 96-99,96,99,The Great Controversy pp. 324-327,324,327,517,Sample text from Acts of the Apostles pages 96-99. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 324-327.,"- Reading covers Acts of the Apostles pages 96-99
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,18,Acts 1:5,Acts of the Apostles pp. 100-105,100,105,The Great Controversy pp. 141-143,141,143,518,Sample text from Acts of the Apostles pages 100-105. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 141-143.,"- Reading covers Acts of the Apostles pages 100-105
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,19,Acts 24:6,Acts of the Apostles pp. 106-109,106,109,The Great Controversy pp. 355-358,355,358,519,Sample text from Acts of the Apostles pages 106-109. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 355-358.,"- Reading covers Acts of the Apostles pages 106-109
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,20,Acts 13:3,Acts of the Apostles pp. 110-114,110,114,The Great Controversy pp. 160-163,160,163,520,Sample text from Acts of the Apostles pages 110-114. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 160-163.,"- Reading covers Acts of the Apostles pages 110-114
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,21,Acts 25:8,Acts of the Apostles pp. 115-118,115,118,The Great Controversy pp. 157-159,157,159,521,Sample text from Acts of the Apostles pages 115-118. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 157-159.,"- Reading covers Acts of the Apostles pages 115-118
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,22,Acts 2:9,Acts of the Apostles pp. 119-122,119,122,The Great Controversy pp. 489-491,489,491,522,Sample text from Acts of the Apostles pages 119-122. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 489-491.,"- Reading covers Acts of the Apostles pages 119-122
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,23,Acts 24:1,Acts of the Apostles pp. 123-126,123,126,The Great Controversy pp. 121-123,121,123,523,Sample text from Acts of the Apostles pages 123-126. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 121-123.,"- Reading covers Acts of the Apostles pages 123-126
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,24,Acts 1:8,Acts of the Apostles pp. 127-130,127,130,The Great Controversy pp. 568-571,568,571,524,Sample text from Acts of the Apostles pages 127-130. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 568-571.,"- Reading covers Acts of the Apostles pages 127-130
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,25,Acts 11:3,Acts of the Apostles pp. 131-134,131,134,The Great Controversy pp. 223-226,223,226,525,Sample text from Acts of the Apostles pages 131-134. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 223-226.,"- Reading covers Acts of the Apostles pages 131-134
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,26,Acts 12:13,Acts of the Apostles pp. 135-140,135,140,The Great Controversy pp. 188-190,188,190,526,Sample text from Acts of the Apostles pages 135-140. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 188-190.,"- Reading covers Acts of the Apostles pages 135-140
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,27,Acts 8:1,Acts of the Apostles pp. 141-144,141,144,The Great Controversy pp. 542-545,542,545,527,Sample text from Acts of the Apostles pages 141-144. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 542-545.,"- Reading covers Acts of the Apostles pages 141-144
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,28,Acts 9:10,Acts of the Apostles pp. 145-149,145,149,The Great Controversy pp. 139-142,139,142,528,Sample text from Acts of the Apostles pages 145-149. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 139-142.,"- Reading covers Acts of the Apostles pages 145-149
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,29,Acts 16:11,Acts of the Apostles pp. 150-155,150,155,The Great Controversy pp. 630-632,630,632,529,Sample text from Acts of the Apostles pages 150-155. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 630-632.,"- Reading covers Acts of the Apostles pages 150-155
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,30,Acts 24:2,Acts of the Apostles pp. 156-159,156,159,The Great Controversy pp. 87-90,87,90,530,Sample text from Acts of the Apostles pages 156-159. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 87-90.,"- Reading covers Acts of the Apostles pages 156-159
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,5,31,Acts 2:7,Acts of the Apostles pp. 160-164,160,164,The Great Controversy pp. 485-488,485,488,531,Sample text from Acts of the Apostles pages 160-164. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 485-488.,"- Reading covers Acts of the Apostles pages 160-164
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,1,Acts 21:2,Acts of the Apostles pp. 165-170,165,170,The Great Controversy pp. 167-169,167,169,601,Sample text from Acts of the Apostles pages 165-170. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 167-169.,"- Reading covers Acts of the Apostles pages 165-170
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,2,Acts 11:4,Acts of the Apostles pp. 171-176,171,176,The Great Controversy pp. 290-292,290,292,602,Sample text from Acts of the Apostles pages 171-176. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 290-292.,"- Reading covers Acts of the Apostles pages 171-176
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,3,Acts 24:5,Acts of the Apostles pp. 177-182,177,182,The Great Controversy pp. 425-428,425,428,603,Sample text from Acts of the Apostles pages 177-182. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 425-428.,"- Reading covers Acts of the Apostles pages 177-182
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,4,Acts 14:4,Acts of the Apostles pp. 183-188,183,188,The Great Controversy pp. 129-132,129,132,604,Sample text from Acts of the Apostles pages 183-188. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 129-132.,"- Reading covers Acts of the Apostles pages 183-188
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,5,Acts 23:5,Acts of the Apostles pp. 189-193,189,193,The Great Controversy pp. 666-669,666,669,605,Sample text from Acts of the Apostles pages 189-193. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 666-669.,"- Reading covers Acts of the Apostles pages 189-193
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,6,Acts 9:10,Acts of the Apostles pp. 194-197,194,197,The Great Controversy pp. 520-523,520,523,606,Sample text from Acts of the Apostles pages 194-197. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 520-523.,"- Reading covers Acts of the Apostles pages 194-197
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,7,Acts 26:7,Acts of the Apostles pp. 198-203,198,203,The Great Controversy pp. 14-17,14,17,607,Sample text from Acts of the Apostles pages 198-203. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 14-17.,"- Reading covers Acts of the Apostles pages 198-203
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,8,Acts 6:5,Acts of the Apostles pp. 204-208,204,208,The Great Controversy pp. 614-617,614,617,608,Sample text from Acts of the Apostles pages 204-208. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 614-617.,"- Reading covers Acts of the Apostles pages 204-208
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,9,Acts 11:3,Acts of the Apostles pp. 209-212,209,212,The Great Controversy pp. 457-460,457,460,609,Sample text from Acts of the Apostles pages 209-212. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 457-460.,"- Reading covers Acts of the Apostles pages 209-212
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,10,Acts 18:10,Acts of the Apostles pp. 213-217,213,217,The Great Controversy pp. 106-109,106,109,610,Sample text from Acts of the Apostles pages 213-217. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 106-109.,"- Reading covers Acts of the Apostles pages 213-217
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,11,Acts 24:3,Acts of the Apostles pp. 218-223,218,223,The Great Controversy pp. 579-581,579,581,611,Sample text from Acts of the Apostles pages 218-223. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 579-581.,"- Reading covers Acts of the Apostles pages 218-223
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,12,Acts 14:3,Acts of the Apostles pp. 224-227,224,227,The Great Controversy pp. 375-377,375,377,612,Sample text from Acts of the Apostles pages 224-227. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 375-377.,"- Reading covers Acts of the Apostles pages 224-227
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,13,Acts 24:9,Acts of the Apostles pp. 228-232,228,232,The Great Controversy pp. 425-427,425,427,613,Sample text from Acts of the Apostles pages 228-232. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 425-427.,"- Reading covers Acts of the Apostles pages 228-232
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,14,Acts 15:4,Acts of the Apostles pp. 233-238,233,238,The Great Controversy pp. 648-650,648,650,614,Sample text from Acts of the Apostles pages 233-238. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 648-650.,"- Reading covers Acts of the Apostles pages 233-238
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,15,Acts 7:7,Acts of the Apostles pp. 239-243,239,243,The Great Controversy pp. 324-327,324,327,615,Sample text from Acts of the Apostles pages 239-243. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 324-327.,"- Reading covers Acts of the Apostles pages 239-243
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
